HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
preplavljen	overweldigd	preobremenjen	0	1	0	0	0	0	0	1	0	0
neodoljiv	overweldigend	neustavljiv	1	0	0	0	0	0	0	0	0	0
prerevan	_	preve? prizadeven	0	0	0	0	0	0	0	0	0	0
dugovati	_	dolgovati	0	0	0	0	0	0	0	0	0	0
dužan	vanwege	dolgovan	0	1	1	1	1	1	0	1	0	1
vlasnik	_	lastnik	0	0	0	0	0	0	0	0	0	0
vlasništvo	eigendom	lastništvo	1	0	0	0	0	0	0	0	0	0
vol	_	vol	0	0	0	0	0	0	0	0	0	0
oksidacija	oxydatie	oksidacija	0	1	0	0	0	0	0	0	0	0
kisik	_	kisik	0	0	0	0	0	0	0	0	0	0
oksimoron	_	oksimoron	0	0	0	0	0	0	0	0	0	0
kamenica	_	ostriga	0	0	0	0	0	0	0	0	0	0
tempo	_	hitrost, tempo, korak	0	0	0	0	0	0	0	0	0	0
miran, miroljubiv, pomirljiv, smiren	grote oceaan	tih	1	0	0	0	0	0	0	0	0	0
smiriti	_	pomiriti, umiriti	0	0	0	0	0	0	0	0	0	0
pakirati	_	pakirati	0	0	0	0	0	0	0	0	0	0
paket	_	paket	0	0	0	0	0	0	0	0	0	0
paker	_	pakirnica	0	0	0	0	0	0	0	0	0	0
paket	_	paket	0	0	0	0	0	0	0	0	0	0
pakt	verbond, pact	pakt	0	0	0	0	0	0	0	0	0	1
jastu?i?	stootkussen	blazinica	1	0	0	0	0	0	0	0	0	0
punjenje, podstava	vulling	obloga	1	0	0	0	0	0	0	0	0	0
veslo	peddelen	veslo	1	0	0	1	0	0	0	0	0	0
konjušnica	_	ograda	0	0	0	0	0	0	0	0	0	0
riža	_	razka?enost	0	0	0	0	0	0	0	0	0	0
lokot	_	žabica, klju?avnica	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	_	duhovnik	0	0	0	0	0	0	0	0	0	0
poganski	_	pogan, brezvernik	0	0	0	0	0	0	0	0	0	0
poganstvo	_	poganstvo, brezverstvo	0	0	0	0	0	0	0	0	0	0
stranica	_	stran	0	0	0	0	0	0	0	0	0	0
povorka	_	povorka	0	0	0	0	0	0	0	0	0	0
paginacija	_	paginacija, oštevil?enje	0	0	0	0	0	0	0	0	0	0
pagoda	_	pagoda	0	0	0	0	0	0	0	0	0	0
kanta, vedro	_	vedro, ?eber	0	0	0	0	0	0	0	0	0	0
bol	pijn	pole?ina	0	1	0	0	0	1	0	1	0	0
bolan, povrije?en	gepijnigd	zaskrbljen, nejevoljen	0	1	0	0	0	1	0	1	0	0
bolan	pijnlijk	bole?	0	1	1	0	1	1	0	1	0	0
bolno	pijnlijk	bole?e	0	1	0	0	0	0	0	1	0	0
bezbolan	_	nebole?	0	0	0	0	0	0	0	0	0	0
bolovi	pijnen	bole?ine, težave	0	1	0	0	0	0	0	0	0	0
neumoran, marljiv	_	skrben, natan?en	0	0	0	0	0	0	0	0	0	0
boja	_	barva, barvati	0	0	0	0	0	0	0	0	0	0
obojen	_	naslikan	0	0	0	0	0	0	0	0	0	0
slikar	_	slikar	0	0	0	0	0	0	0	0	0	0
slika	_	slika	0	0	0	0	0	0	0	0	0	0
par	_	par	0	0	0	0	0	0	0	0	0	0
pidžama	_	pižama	0	0	0	0	0	0	0	0	0	0
kolega	_	kolega	0	0	0	0	0	0	0	0	0	0
pala?a	_	pala?a	0	0	0	0	0	0	0	0	0	0
ukusan	smakelijk	okusen	1	0	0	0	0	0	0	0	0	0
nepce	_	nebo, okus	0	0	0	0	0	0	0	0	0	0
paleontologija	_	paleontologija	0	0	0	0	0	0	0	0	0	0
paleta	_	paleta	0	0	0	0	0	0	0	0	0	0
veo, zastor, plašt	_	krsta	0	0	0	0	0	0	0	0	0	0
paladij	_	paladij	0	0	0	0	0	0	0	0	0	0
paleta	_	paleta	0	0	0	0	0	0	0	0	0	0
palijativan	palliatief	blažilo, blažilen	1	0	0	0	0	0	0	0	0	0
dlan	_	palma, dlan	0	0	0	0	0	0	0	0	0	0
hodo?asnik	_	kosmata gosenica	0	0	0	0	0	0	0	0	0	0
opipljiv	tastbaar	oprijemljiv	0	0	0	0	0	0	0	0	1	0
paraliza	verlamming	paraliza, ohromelost	0	1	0	0	1	1	0	1	0	0
sitan	_	pi?el	0	0	0	0	0	0	0	0	0	0
pelene	_	razvajati	0	0	0	0	0	0	0	0	0	0
pamflet	_	brošura	0	0	0	0	0	0	0	0	0	0
tava	_	lonec, ponev	0	0	0	0	0	0	0	0	0	0
lijek	wondermiddel, tovermiddel	zdravilo	1	0	0	0	0	0	0	0	0	0
perjanica, elan, raskoš	zwier	odli?nost	1	0	0	0	0	0	0	0	0	0
pala?inka	_	pala?inka	0	0	0	0	0	0	0	0	0	0
pandemija, pandemski	pandemisch	pandemija	0	1	0	0	0	1	0	1	0	0
plo?a	_	panel, ploš?a	0	0	0	0	0	0	0	0	0	0
bol, patnja, tjeskoba, muka	NO TRANSLATION	zbodljaj	0	1	0	0	0	0	0	0	1	0
panika	paniek, panikeren	panika	0	1	0	0	0	1	0	0	0	0
košara	NO TRANSLATION	torba	1	0	0	0	0	0	0	0	0	0
panorama	_	panorama	0	0	0	0	0	0	0	0	0	0
panoramski	_	panoramski	0	0	0	0	0	0	0	0	0	0
dahtati	_	sopihati	0	0	0	0	0	0	0	0	0	0
panteon	_	panteon	0	0	0	0	0	0	0	0	0	0
pantera	_	panter, puma	0	0	0	0	0	0	0	0	0	0
ga?ice	_	hla?ke	0	0	0	0	0	0	0	0	0	0
pantomima	_	pantomima	0	0	0	0	0	0	0	0	0	0
ostava	_	shramba	0	0	0	0	0	0	0	0	0	0
hla?e	_	hla?e	0	0	0	0	0	0	0	0	0	0
kaša	_	kaša	0	0	0	0	0	0	0	0	0	0
papinstvo	_	papeštvo	0	0	0	0	0	0	0	0	0	0
papinski	_	papeški, papežev	0	0	0	0	0	0	0	0	0	0
papir	_	papir	0	0	0	0	0	0	0	0	0	0
paprika	paprika	paprika	1	0	0	0	0	0	0	0	0	0
papirus	_	papirus	0	0	0	0	0	0	0	0	0	0
paritet	_	par	0	0	0	0	0	0	0	0	0	0
parabola	_	parabola, prilika	0	0	0	0	0	0	0	0	0	0
parabola	_	parabola	0	0	0	0	0	0	0	0	0	0
parabolski, paraboli?an	_	paraboli?en	0	0	0	0	0	0	0	0	0	0
padobran	parachute	padalo	0	0	0	0	0	1	0	0	0	0
sve?anost	parade	parada	1	1	0	1	0	1	1	0	1	0
paradigma	_	paradigma	0	0	0	0	0	0	0	0	0	0
paradoks	_	paradoks	0	0	0	0	0	0	0	0	0	0
paradoksalan	_	paradoksalen	0	0	0	0	0	0	0	0	0	0
parafin	_	parafin	0	0	0	0	0	0	0	0	0	0
uzor, ideal	toonbeeld	vzor, ideal	1	0	0	1	0	0	1	0	0	1
stavak, paragraf, odlomak	_	odstavek	0	0	0	0	0	0	0	0	0	0
paralaksa	_	paralaksa	0	0	0	0	0	0	0	0	0	0
paralela, paralelan, usporedan	_	vzporeden	0	0	0	0	0	0	0	0	0	0
paralelizam	_	paralelizem	0	0	0	0	0	0	0	0	0	0
paraliza	verlamming	paraliza	0	1	1	1	0	1	0	1	0	0
oduzet, paraliziran	verlamd	paraliziran	0	1	1	0	0	1	0	1	1	0
mjerodavan, vrhovni	van het grootste belang	najpomembnejši	1	0	0	0	0	0	0	0	0	0
paranoja	paranoia	paranoja, preglavica	0	1	0	0	0	1	0	0	0	0
parapet	_	parapet	0	0	0	0	0	0	0	0	0	0
rekviziti, oprema	_	oprema, pripomo?ki	0	0	0	0	0	0	0	0	0	0
parafraza	parafrase, parafraseren	parafrazirati, parafraza	1	1	0	0	0	0	0	0	0	0
parazit	parasiet	parazit	0	1	0	0	1	1	0	0	0	0
suncobran	_	son?nik	0	0	0	0	0	0	0	0	0	0
parcela, paket, pošiljka	_	parcele	0	0	0	0	0	0	0	0	0	0
parcele	_	paket, pošiljka	0	0	0	0	0	0	0	0	0	0
pergament	_	pergament	0	0	0	0	0	0	0	0	0	0
oprostiti, oprost	pardon	pomilostitev, odpuš?anje, odpustiti	1	0	0	0	0	0	0	0	0	0
odrezati	trimmen, beperken, inperken	odrezati, zmanjšati	0	1	1	1	0	1	0	1	0	0
parenhim	_	parenhim	0	0	0	0	0	0	0	0	0	0
roditelj	_	starš	0	0	0	0	0	0	0	0	0	0
roditeljstvo	afkomst	poreklo, starševstvo	1	0	0	0	0	0	0	0	0	0
roditeljski	_	starševski	0	0	0	0	0	0	0	0	0	0
zagrada	_	oklepaj	0	0	0	0	0	0	0	0	0	0
zagrada	_	parenteti?en, bežen	0	0	0	0	0	0	0	0	0	0
parijetalni	pariëtale	parietalen	1	0	0	0	0	0	0	0	0	1
ljuštenje	_	olupek	0	0	0	0	0	0	0	0	0	0
župa	parochie	župnija	0	0	0	0	0	0	0	0	0	1
paritet	_	pariteta	0	0	0	0	0	0	0	0	0	0
parkirati	_	park, parkirati	0	0	0	0	0	0	0	0	0	0
govor	_	govor	0	0	0	0	0	0	0	0	0	0
parlament	parlement	parlament	0	0	0	0	0	0	0	0	0	1
parlamentarni	_	parlamentaren	0	0	0	0	0	0	0	0	0	0
salon	_	salon	0	0	0	0	0	0	0	0	0	0
iskaz	voorwaardelijke vrijlating	parola, pogojno	0	0	0	1	0	0	0	0	0	0
parket	_	parket	0	0	0	0	0	0	0	0	0	0
mehani?ko ponavljanje	papegaai	ponavljati	0	1	0	0	1	0	0	0	0	0
parirati	_	odbiti	0	0	0	0	0	0	0	0	0	0
raš?laniti	_	raz?leniti	0	0	0	0	0	0	0	0	0	0
škrt	spaarzaam	skop, var?en	0	1	0	0	0	0	0	0	0	0
?uvarnost	_	skopost, var?nost	0	0	0	0	0	0	0	0	0	0
peršin	_	peteršilj	0	0	0	0	0	0	0	0	0	0
župnik	_	župnik, pastor	0	0	0	0	0	0	0	0	0	0
dio	_	del	0	0	0	0	0	0	0	0	0	0
sudjelovati	deelnemen	udeležiti	1	0	0	0	0	0	0	0	0	1
pristranost	_	pristranskost	0	0	0	0	0	0	0	0	0	0
djelomi?no	_	delen	0	0	0	0	0	0	0	0	0	0
sudjelovati	_	sodelovati	0	0	0	0	0	0	0	0	0	0
sudjelovanje	deelname	sodelovanje	1	0	0	0	0	0	0	0	0	0
?estica	_	delec	0	0	0	0	0	0	0	0	0	0
svojstvenost	_	posebnost	0	0	0	0	0	0	0	0	0	0
pojedinosti	_	podrobnost	0	0	0	0	0	0	0	0	0	0
razdjeljak	afscheid	slovo, lo?itev	0	0	0	0	0	0	0	1	0	0
partizanski, partizan	partizaan	privrženec, partizan	0	1	0	0	0	0	0	0	0	0
partizanstvo	_	partizanstvo	0	0	0	0	0	0	0	0	0	0
pregrada	_	particija	0	0	0	0	0	0	0	0	0	0
djelomi?no	_	delen	0	0	0	0	0	0	0	0	0	0
partner	partner	partner	1	0	0	0	0	0	0	0	0	0
partnerstvo	vennootschap	partnerstvo	1	0	0	0	0	0	0	0	0	1
dijelovi	_	del	0	0	0	0	0	0	0	0	0	0
stranka	_	zabava	0	0	0	0	0	0	0	0	0	0
korak	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
pro?i	_	prelaz, dovolilnica, pre?kati	0	0	0	0	0	0	0	0	0	0
prolazan	_	prehoden, znosen	0	0	0	0	0	0	0	0	0	0
prolaz	_	prehod	0	0	0	0	0	0	0	0	0	0
hodnik	_	hodnik, koridor	0	0	0	0	0	0	0	0	0	0
staromodan, zastario	NO TRANSLATION	zastarel	0	1	0	0	0	0	0	0	0	0
putnik	passagier	potnik	0	0	0	1	0	0	0	0	0	0
svuda	_	passim	0	0	0	0	0	0	0	0	0	0
prolaz	_	mimo	0	0	0	0	0	0	0	0	0	0
strast	passie	strast	1	0	0	1	0	0	1	0	0	1
strastven	hartstochtelijk, passioneel	strasten	1	0	0	1	0	0	1	0	0	1
pasivan	passief	pasiven, pasiv	0	1	0	0	0	0	0	0	0	0
pasivnost	passiviteit	pasivnost	0	1	0	0	0	0	0	0	0	0
putovnica	_	potni list, pašaport	0	0	0	0	0	0	0	0	0	0
prošlost	_	preteklost	0	0	0	0	0	0	0	0	0	0
zalijepiti	_	pasta, lepilo, lepiti	0	0	0	0	0	0	0	0	0	0
pastel	_	pastel, kreda	0	0	0	0	0	0	0	0	0	0
razonoda	tijdverdrijf	kratko?asenje	1	0	0	0	0	0	0	0	0	0
pastor	pastoor	pastor	1	0	0	0	0	0	1	0	0	1
tijesto	gebakje	testo, pecivo	1	0	0	0	0	0	1	0	0	0
pašnjak	weide	pašnik	1	0	0	0	0	0	0	0	0	0
rolada	_	rolada, bled	0	0	0	0	0	0	0	0	0	0
potapšati	_	trepljati, trepljanje	0	0	0	0	0	0	0	0	0	0
krpati	lap, plijster	zaplata, krpati	0	1	0	0	0	0	0	0	0	0
kolaž	_	krpanka, kolaž	0	0	0	0	0	0	0	0	0	0
pašteta, namaz	_	pašteta, namaz	0	0	0	0	0	0	0	0	0	0
patela	_	patela	0	0	0	0	0	0	0	0	0	0
patentirati	octrooi, patent	patent, patentirati	1	0	0	0	0	0	0	0	0	0
o?inski	_	o?etov, o?etovski	0	0	0	0	0	0	0	0	0	0
o?instvo	_	o?etovstvo	0	0	0	0	0	0	0	0	0	0
staza, put	_	pot	0	0	0	0	0	0	0	0	0	0
pateti?an, jadan	zielig	pateti?en	0	1	0	0	1	0	0	1	0	0
patologija	_	patologija	0	0	0	0	0	0	0	0	0	0
patos	_	patos	0	0	0	0	0	0	0	0	0	0
staza	_	pot	0	0	0	0	0	0	0	0	0	0
strpljenje	geduld	potrpljenje, potrpežljivost	1	0	0	1	0	0	0	0	0	1
strpljiv	geduldig	potrpežljiv	1	0	0	1	0	0	0	0	0	0
terasa	_	terasa	0	0	0	0	0	0	0	0	0	0
patrijarh	_	patriarh	0	0	0	0	0	0	0	0	0	0
patrijarhalan	patriarchaal	patrarhalen	1	0	0	0	0	0	0	0	0	1
baština	_	dediš?ina	0	0	0	0	0	0	0	0	0	0
rodoljub	_	patriot	0	0	0	0	0	0	0	0	0	0
patriotski	_	patriotski	0	0	0	0	0	0	0	0	0	0
patriotizam	_	patriotizem	0	0	0	0	0	0	0	0	0	0
patrola	patrouille	patrulija, nadzorovati	0	0	0	0	0	0	0	0	0	1
zaštitnik	patroon	pokrovitelj, patron	1	0	0	0	0	0	0	0	0	1
podrška	beschermheerschap	pokroviteljstvo	1	0	0	0	0	0	0	0	0	1
sponzorirati	_	pokroviteljstvo	0	0	0	0	0	0	0	0	0	0
pametovanje	neerbuigend	pokroviteljski	0	1	0	0	0	0	0	0	0	0
pljuskati	ratelen	pljuskanje	0	1	1	0	0	0	0	0	0	0
uzorak	_	vzorec	0	0	0	0	0	0	0	0	0	0
malobrojnost	gebrek, schaarste	maloštevilnost	0	1	1	0	1	0	0	1	0	0
siromah	armlastige, arme	revež, bera?	0	1	0	0	0	0	0	1	0	0
pauza, stanka	_	pavza	0	0	0	0	0	0	0	0	0	0
poplo?iti	_	tlakovati	0	0	0	0	0	0	0	0	0	0
plo?nik	bestrating	plo?nik	0	0	0	0	0	0	0	0	0	1
paviljon	_	paviljon	0	0	0	0	0	0	0	0	0	0
asfaltiranje	_	tlakovanje	0	0	0	0	0	0	0	0	0	0
šapa	_	taca, šapa	0	0	0	0	0	0	0	0	0	0
pijun	pion	kmet	0	1	0	0	0	0	0	0	0	1
prolaznik	_	mir	0	0	0	0	0	0	0	0	0	0
isplatiti, nagraditi, namiriti	betalen	pla?ati	1	0	0	1	0	0	1	0	0	1
osveta	terugverdientijd, wraak	povra?ilo	0	1	1	0	0	0	0	0	0	0
platiša	_	pla?nik	0	0	0	0	0	0	0	0	0	0
pla?anje	betaling	pla?ilo	0	1	0	0	0	0	0	0	0	0
grašak	_	grah	0	0	0	0	0	0	0	0	0	0
mir	vrede	mir	1	0	0	1	0	0	1	0	0	1
miroljubiv	vredelievend	miren, tiholjuben	1	0	0	0	0	0	0	0	0	0
miran	vredig	miroljuben	1	0	0	1	0	0	1	0	1	1
paun	pauw	pav	1	0	0	0	0	0	0	0	0	0
vrh	_	vrh	0	0	0	0	0	0	0	0	0	0
šiljast	_	koni?ast	0	0	0	0	0	0	0	0	0	0
biser	_	biser	0	0	0	0	0	0	0	0	0	0
seljak	_	kmet, kmetavzar	0	0	0	0	0	0	0	0	0	0
treset	_	šota	0	0	0	0	0	0	0	0	0	0
šljunak	_	prodnik, kremen	0	0	0	0	0	0	0	0	0	0
poljubac	pikken, prikken	poljub?ek	1	0	0	0	0	0	0	0	0	0
svojstven	_	nenavaden	0	0	0	0	0	0	0	0	0	0
osobitosti	eigenaardigheden	posebnost	0	1	0	0	0	0	0	0	0	0
jedinstvenost, posebnost	eigenaardigheid	posebnost	1	0	0	0	0	0	0	0	0	0
posebno	_	?uden	0	0	0	0	0	0	0	0	0	0
nov?ani	_	denaren	0	0	0	0	0	0	0	0	0	0
pedala	_	pedal	0	0	0	0	0	0	0	0	0	0
pedantan	_	pedanten, pikolovski	0	0	0	0	0	0	0	0	0	0
torbariti	_	krošnjariti, razširiti	0	0	0	0	0	0	0	0	0	0
pijedestal	_	podstavek	0	0	0	0	0	0	0	0	0	0
dosadan	voetganger	suhoparen, nezanimiv	0	1	0	0	0	0	0	0	0	0
pedijatrija	_	pediatrija	0	0	0	0	0	0	0	0	0	0
pedigre	stamboom, afkomst, genealogie	rodovnik	1	0	0	0	0	0	0	0	0	1
pedometar	_	pedometer	0	0	0	0	0	0	0	0	0	0
guliti	_	lupina, lupiti	0	0	0	0	0	0	0	0	0	0
proviriti	_	glas	0	0	0	0	0	0	0	0	0	0
viriti	_	vrstnik	0	0	0	0	0	0	0	0	0	0
virenje	_	škiljenje	0	0	0	0	0	0	0	0	0	0
nenadmašan	weergaloos, ongeëvenaard	edinstven	1	0	0	0	0	0	0	0	0	0
klin	_	klin, kljuka	0	0	0	0	0	0	0	0	0	0
klinovi	_	koli?, ?ep	0	0	0	0	0	0	0	0	0	0
pelagijski	_	pelagi?en	0	0	0	0	0	0	0	0	0	0
kuglica	_	kroglica, šibra	0	0	0	0	0	0	0	0	0	0
pero, olovka	_	pero	0	0	0	0	0	0	0	0	0	0
kazneni	straf-	kazenski	0	1	0	0	0	1	0	1	0	0
kazna	boete, straf	kazen	0	1	1	0	0	1	0	1	0	0
pokora	boetedoening	pokora	0	0	0	0	0	1	0	1	0	0
naklonost	voorkeur	nagnjenje	1	0	0	0	0	0	0	0	0	0
olovka	_	svin?nik	0	0	0	0	0	0	0	0	0	0
privjesak	_	obesek	0	0	0	0	0	0	0	0	0	0
zavisnost	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
vise?i	_	vise?, bingljajo?	0	0	0	0	0	0	0	0	0	0
u tijeku	_	v teku, nerešen	0	0	0	0	0	0	0	0	0	0
njihalo	_	nihalo	0	0	0	0	0	0	0	0	0	0
prodrijeti	_	prodreti	0	0	0	0	0	0	0	0	0	0
probojan	_	prodoren	0	0	0	0	0	0	0	0	0	0
prodiranje	penetratie	prodiranje, penetracija	0	1	1	0	0	1	0	0	0	0
poluotok	_	polotok	0	0	0	0	0	0	0	0	0	0
kazneni	penitentiair	zapor	0	1	1	0	0	0	0	0	0	0
zastavica	_	zastava, prapor	0	0	0	0	0	0	0	0	0	0
siromašan, švorc	_	brez denarja	0	0	0	0	0	0	0	0	0	0
peni	_	peni	0	0	0	0	0	0	0	0	0	0
mirovina	_	pokojnina	0	0	0	0	0	0	0	0	0	0
umirovljenik	_	upokojenec	0	0	0	0	0	0	0	0	0	0
zamišljen	nadenkend	zamišljen	0	0	0	0	0	0	0	1	0	0
peterokut	_	peterokotnik	0	0	0	0	0	0	0	0	0	0
potkrovlje	_	stanovanje	0	0	0	0	0	0	0	0	0	0
pretposljednji, predzadnji	_	predzadnji	0	0	0	0	0	0	0	0	0	0
narod	_	ljudje	0	0	0	0	0	0	0	0	0	0
nastanjen, napu?en	_	naseljen, obljuden	0	0	0	0	0	0	0	0	0	0
papar	_	poper	0	0	0	0	0	0	0	0	0	0
pepti?an	_	prebaven	0	0	0	0	0	0	0	0	0	0
shvatiti, razumjeti	waarnemen	zaznati	1	0	0	0	0	0	0	0	0	1
postotak	_	odstotek	0	0	0	0	0	0	0	0	0	0
zamjetan, znatan	waarneembaar	zaznaven	1	0	0	0	0	0	0	0	0	0
percepcija, opažanje	_	zaznavanje	0	0	0	0	0	0	0	0	0	0
perceptivan	_	zaznaven	0	0	0	0	0	0	0	0	0	0
grge?	_	gred, opazovališ?e	0	0	0	0	0	0	0	0	0	0
možda	misschien, per toeval, toevallig	morda, mogo?e	0	0	0	0	0	0	0	0	1	0
filtriranje	_	filtriranje	0	0	0	0	0	0	0	0	0	0
perkusija	_	bobnanje, tolkala	0	0	0	0	0	0	0	0	0	0
propast, prokletstvo, pakao	verderf	prekletstvo, poguba	0	1	1	0	1	1	0	1	0	0
zapovjedni?ki	_	ukazovalen, prisilen	0	0	0	0	0	0	0	0	0	0
vje?it	eeuwigdurend	trajen	1	0	0	0	0	0	0	0	0	1
savršen	perfect	popoln	1	0	0	1	0	0	1	0	0	1
savršenstvo	perfectie	popolnost	1	0	0	1	0	0	1	0	1	1
perforiran, rupi?ast	_	preluknjan	0	0	0	0	0	0	0	0	0	0
perforacija	_	luknja	0	0	0	0	0	0	0	0	0	0
silom	_	na silo, silno	0	0	0	0	0	0	0	0	0	0
izvesti	_	opraviti	0	0	0	0	0	0	0	0	0	0
izvo?enje, izvedba	_	izvedba	0	0	0	0	0	0	0	0	0	0
izvo?a?	artiest	izvajalec	1	0	0	0	0	0	0	0	0	0
parfem	_	parfum	0	0	0	0	0	0	0	0	0	0
namirisan	_	odišaviti	0	0	0	0	0	0	0	0	0	0
vila	peri	vila	0	0	0	0	0	0	0	0	1	0
peridot	_	peridot	0	0	0	0	0	0	0	0	0	0
opasnost	gevaar	nevarnost	0	1	0	1	0	1	0	1	0	0
opasan	gevaarlijk	nevaren	0	1	0	1	0	1	0	1	0	0
perimetar	_	obseg	0	0	0	0	0	0	0	0	0	0
razdoblje, period	_	obdobje, pika	0	0	0	0	0	0	0	0	0	0
periodi?an	_	periodi?en	0	0	0	0	0	0	0	0	0	0
?asopis	_	ob?asen	0	0	0	0	0	0	0	0	0	0
povremeno	_	ponavljajo?	0	0	0	0	0	0	0	0	0	0
periodi?nost	periodiciteit	periodi?nost	0	0	0	0	0	0	0	0	0	1
periferija	_	periferija	0	0	0	0	0	0	0	0	0	0
umrijeti	vergaan	umirati, propadati	0	1	0	0	0	1	0	1	0	0
kvarljiv	bederfelijk, beperkt houdbaar, vergankelijk	pokvarljiv, minljiv	0	1	0	0	0	0	0	0	0	0
propao, mrtav	omgekomen, vergaan	mrtev, izgubljen	0	1	0	0	0	0	0	1	0	0
umiru?i	vergankelijk	umirajo?, umiranje	0	1	0	0	0	1	0	1	0	0
krivokletstvo, vjerolomstvo, izdaja	meineed, eedbreuk	kriva prisega	0	1	0	0	0	1	0	0	1	0
prednost	pluspunt, voordeel	prednost	1	0	0	0	0	0	0	0	0	0
stalnost	_	trajnost	0	0	0	0	0	0	0	0	0	0
propustljiv	_	prepusten	0	0	0	0	0	0	0	0	0	0
prodrijeti	_	pronicati	0	0	0	0	0	0	0	0	0	0
prožimanje	_	prepuš?anje	0	0	0	0	0	0	0	0	0	0
dopustiv	_	dovoljen, dopusten	0	0	0	0	0	0	0	0	0	0
dopuštenje	toestemming, permissie	dovoljenje	1	0	0	0	0	0	0	0	0	0
popustljiv	_	popustljiv, odprt	0	0	0	0	0	0	0	0	0	0
dozvola	_	dovoljenje	0	0	0	0	0	0	0	0	0	0
dopušten	_	dovoljen	0	0	0	0	0	0	0	0	0	0
dopusti	_	dovoljujo?	0	0	0	0	0	0	0	0	0	0
permutacija	_	permutacija	0	0	0	0	0	0	0	0	0	0
opasan, poguban, štetan, škodljiv	verderfelijk	škodljiv	0	1	1	0	0	1	0	1	0	0
okomit, vertikalan	_	pravokoten, navpi?en	0	0	0	0	0	0	0	0	0	0
u?initi	_	zagrešiti, zakriviti	0	0	0	0	0	0	0	0	0	0
krivac, zlo?inac, po?initelj, kršitelj	dader	storilec, krivec, zlo?inec	0	1	1	0	1	1	0	1	0	0
neprekidan, neprestan, stalan	_	ve?en, stalen	0	0	0	0	0	0	0	0	0	0
stalno, neprestano, uvijek	_	neprestan, ve?kraten	0	0	0	0	0	0	0	0	0	0
ovjekovje?iti	bestendigen	ohraniti	0	0	0	1	0	0	0	0	0	0
produljenje	vereeuwiging	zakrivitev	0	1	0	0	0	0	0	0	0	0
vje?nost	eeuwigheid	ve?nost	1	0	0	1	0	0	0	0	0	1
zbunjen	verward, perplex	zmeden	0	1	0	0	0	0	0	0	0	0
zbunjuju?i	_	begajo?	0	0	0	0	0	0	0	0	0	0
zbunjenost	verwarring, perplexiteit	zmedenost	0	1	0	0	0	0	0	1	0	0
progoniti	vervolgen	zasledovati	0	1	1	0	0	1	0	0	0	0
progon	vervolging, persecutie	zasledovanje	0	1	1	0	1	1	0	1	0	0
ustrajnost	_	vztrajnost	0	0	0	0	0	0	0	0	0	0
ustrajati	_	vztrajati	0	0	0	0	0	0	0	0	0	0
ustrajati	_	trajati	0	0	0	0	0	0	0	0	0	0
upornost	volharding, persistentie	trajanje, vztrajnost	1	0	0	0	0	0	0	0	0	0
uporan	aanhoudend, persistent	nenehen, dolgotrajen	1	0	0	0	0	0	0	0	0	0
uporan	_	vztrajen	0	0	0	0	0	0	0	0	0	0
osoba	_	oseba	0	0	0	0	0	0	0	0	0	0
privla?an, lijep, nao?it, ugodan	innemend, vriendelijk, aardig	prijeten	1	0	0	0	0	0	0	0	0	0
osobnost	_	osebnost	0	0	0	0	0	0	0	0	0	0
osoban	persoonlijk	oseben	0	0	0	0	0	0	0	0	0	1
personifikacija	_	poosebitev	0	0	0	0	0	0	0	0	0	0
osoblje	_	osebje	0	0	0	0	0	0	0	0	0	0
osobe	_	oseba	0	0	0	0	0	0	0	0	0	0
perspektiva	_	perspektiva	0	0	0	0	0	0	0	0	0	0
znojenje	transpiratie	pot	0	0	0	0	1	0	0	0	0	0
uvjeriti	overhalen, verleiden	pregovoriti	0	0	0	0	0	0	0	0	0	1
uvjeravanje	_	prepri?evanje	0	0	0	0	0	0	0	0	0	0
uvjerljiv	_	prepri?ljiv	0	0	0	0	0	0	0	0	0	0
živahan	_	li?en, predrzen	0	0	0	0	0	0	0	0	0	0
primjeran, prigodan	toepasselijk, relevant, pertinent	relevanten, zadevajo?	1	0	0	0	0	0	0	0	0	1
uznemirenje, uznemirenost	verstoring, verwarring	perturbacija	0	1	0	0	0	1	0	0	0	0
hripavac	pertussis, kinkhoest	oslovski kašelj	0	1	0	0	0	0	0	0	0	0
prou?avanje, ?itanje	_	preu?itev	0	0	0	0	0	0	0	0	0	0
pregledati, prou?iti	_	prou?iti	0	0	0	0	0	0	0	0	0	0
prožimaju?i	_	prevevajo?	0	0	0	0	0	0	0	0	0	0
izopa?en, perverzan	pervers	perverzen	0	1	1	0	1	1	0	0	0	0
perverzija, izopa?enost	verdraaiing, perversie	perverznost	0	1	1	0	1	0	0	1	0	0
pokvarenjak, perverznjak	verdraaien, pervert	perverznež, pokvarjenec	0	1	1	0	1	0	0	0	0	0
izopa?en, perverzan	pervers	perverzen, izkrivljen	0	1	0	0	1	0	0	0	0	0
pesimizam	pessimisme	pesimizem	0	1	1	0	0	1	0	1	0	0
pesimist	pessimist	pesimist	0	1	0	0	0	1	0	1	0	0
šteto?ina	plaag	škodljivec	0	1	1	0	1	1	0	0	0	0
kuga, pošast	pestilentie, pest	epidemija	0	1	0	0	1	1	0	0	0	0
